timestamp,entity_id,metric,value
2026-01-08T00:00:00,/login,latency_p95_ms,62.022
2026-01-08T00:00:00,/search,latency_p95_ms,86.791
2026-01-08T00:00:00,/checkout,latency_p95_ms,107.284
2026-01-08T00:05:00,/login,latency_p95_ms,68.790
2026-01-08T00:05:00,/search,latency_p95_ms,87.154
2026-01-08T00:05:00,/checkout,latency_p95_ms,96.196
2026-01-08T00:10:00,/login,latency_p95_ms,65.833
2026-01-08T00:10:00,/search,latency_p95_ms,86.036
2026-01-08T00:10:00,/checkout,latency_p95_ms,106.439
2026-01-08T00:15:00,/login,latency_p95_ms,64.102
2026-01-08T00:15:00,/search,latency_p95_ms,90.033
2026-01-08T00:15:00,/checkout,latency_p95_ms,117.483
2026-01-08T00:20:00,/login,latency_p95_ms,68.428
2026-01-08T00:20:00,/search,latency_p95_ms,89.059
2026-01-08T00:20:00,/checkout,latency_p95_ms,102.268
2026-01-08T00:25:00,/login,latency_p95_ms,55.057
2026-01-08T00:25:00,/search,latency_p95_ms,90.145
2026-01-08T00:25:00,/checkout,latency_p95_ms,118.663
2026-01-08T00:30:00,/login,latency_p95_ms,63.508
2026-01-08T00:30:00,/search,latency_p95_ms,87.324
2026-01-08T00:30:00,/checkout,latency_p95_ms,112.429
2026-01-08T00:35:00,/login,latency_p95_ms,51.546
2026-01-08T00:35:00,/search,latency_p95_ms,85.676
2026-01-08T00:35:00,/checkout,latency_p95_ms,112.097
2026-01-08T00:40:00,/login,latency_p95_ms,70.162
2026-01-08T00:40:00,/search,latency_p95_ms,86.250
2026-01-08T00:40:00,/checkout,latency_p95_ms,111.187
2026-01-08T00:45:00,/login,latency_p95_ms,65.160
2026-01-08T00:45:00,/search,latency_p95_ms,94.433
2026-01-08T00:45:00,/checkout,latency_p95_ms,99.269
2026-01-08T00:50:00,/login,latency_p95_ms,67.721
2026-01-08T00:50:00,/search,latency_p95_ms,76.058
2026-01-08T00:50:00,/checkout,latency_p95_ms,87.215
2026-01-08T00:55:00,/login,latency_p95_ms,58.319
2026-01-08T00:55:00,/search,latency_p95_ms,80.848
2026-01-08T00:55:00,/checkout,latency_p95_ms,115.183
2026-01-08T01:00:00,/login,latency_p95_ms,65.803
2026-01-08T01:00:00,/search,latency_p95_ms,75.737
2026-01-08T01:00:00,/checkout,latency_p95_ms,112.268
2026-01-08T01:05:00,/login,latency_p95_ms,52.472
2026-01-08T01:05:00,/search,latency_p95_ms,84.799
2026-01-08T01:05:00,/checkout,latency_p95_ms,103.138
2026-01-08T01:10:00,/login,latency_p95_ms,61.405
2026-01-08T01:10:00,/search,latency_p95_ms,92.038
2026-01-08T01:10:00,/checkout,latency_p95_ms,110.597
2026-01-08T01:15:00,/login,latency_p95_ms,63.288
2026-01-08T01:15:00,/search,latency_p95_ms,90.689
2026-01-08T01:15:00,/checkout,latency_p95_ms,109.317
2026-01-08T01:20:00,/login,latency_p95_ms,55.473
2026-01-08T01:20:00,/search,latency_p95_ms,79.750
2026-01-08T01:20:00,/checkout,latency_p95_ms,101.730
2026-01-08T01:25:00,/login,latency_p95_ms,64.484
2026-01-08T01:25:00,/search,latency_p95_ms,83.488
2026-01-08T01:25:00,/checkout,latency_p95_ms,124.175
2026-01-08T01:30:00,/login,latency_p95_ms,53.935
2026-01-08T01:30:00,/search,latency_p95_ms,76.698
2026-01-08T01:30:00,/checkout,latency_p95_ms,111.637
2026-01-08T01:35:00,/login,latency_p95_ms,71.864
2026-01-08T01:35:00,/search,latency_p95_ms,89.535
2026-01-08T01:35:00,/checkout,latency_p95_ms,112.176
2026-01-08T01:40:00,/login,latency_p95_ms,71.900
2026-01-08T01:40:00,/search,latency_p95_ms,84.737
2026-01-08T01:40:00,/checkout,latency_p95_ms,94.106
2026-01-08T01:45:00,/login,latency_p95_ms,56.233
2026-01-08T01:45:00,/search,latency_p95_ms,93.112
2026-01-08T01:45:00,/checkout,latency_p95_ms,93.940
2026-01-08T01:50:00,/login,latency_p95_ms,60.758
2026-01-08T01:50:00,/search,latency_p95_ms,87.515
2026-01-08T01:50:00,/checkout,latency_p95_ms,102.965
2026-01-08T01:55:00,/login,latency_p95_ms,66.278
2026-01-08T01:55:00,/search,latency_p95_ms,90.136
2026-01-08T01:55:00,/checkout,latency_p95_ms,124.061
2026-01-08T02:00:00,/login,latency_p95_ms,65.116
2026-01-08T02:00:00,/search,latency_p95_ms,80.281
2026-01-08T02:00:00,/checkout,latency_p95_ms,100.661
2026-01-08T02:05:00,/login,latency_p95_ms,53.503
2026-01-08T02:05:00,/search,latency_p95_ms,92.774
2026-01-08T02:05:00,/checkout,latency_p95_ms,100.621
2026-01-08T02:10:00,/login,latency_p95_ms,59.594
2026-01-08T02:10:00,/search,latency_p95_ms,91.150
2026-01-08T02:10:00,/checkout,latency_p95_ms,99.368
2026-01-08T02:15:00,/login,latency_p95_ms,57.807
2026-01-08T02:15:00,/search,latency_p95_ms,70.426
2026-01-08T02:15:00,/checkout,latency_p95_ms,96.496
2026-01-08T02:20:00,/login,latency_p95_ms,55.614
2026-01-08T02:20:00,/search,latency_p95_ms,88.482
2026-01-08T02:20:00,/checkout,latency_p95_ms,114.704
2026-01-08T02:25:00,/login,latency_p95_ms,60.008
2026-01-08T02:25:00,/search,latency_p95_ms,87.247
2026-01-08T02:25:00,/checkout,latency_p95_ms,106.500
2026-01-08T02:30:00,/login,latency_p95_ms,68.834
2026-01-08T02:30:00,/search,latency_p95_ms,92.303
2026-01-08T02:30:00,/checkout,latency_p95_ms,107.345
2026-01-08T02:35:00,/login,latency_p95_ms,52.068
2026-01-08T02:35:00,/search,latency_p95_ms,92.383
2026-01-08T02:35:00,/checkout,latency_p95_ms,108.204
2026-01-08T02:40:00,/login,latency_p95_ms,69.971
2026-01-08T02:40:00,/search,latency_p95_ms,84.917
2026-01-08T02:40:00,/checkout,latency_p95_ms,120.781
2026-01-08T02:45:00,/login,latency_p95_ms,57.285
2026-01-08T02:45:00,/search,latency_p95_ms,97.900
2026-01-08T02:45:00,/checkout,latency_p95_ms,106.077
2026-01-08T02:50:00,/login,latency_p95_ms,56.026
2026-01-08T02:50:00,/search,latency_p95_ms,76.128
2026-01-08T02:50:00,/checkout,latency_p95_ms,103.948
2026-01-08T02:55:00,/login,latency_p95_ms,71.542
2026-01-08T02:55:00,/search,latency_p95_ms,91.687
2026-01-08T02:55:00,/checkout,latency_p95_ms,110.667
2026-01-08T03:00:00,/login,latency_p95_ms,43.190
2026-01-08T03:00:00,/search,latency_p95_ms,92.885
2026-01-08T03:00:00,/checkout,latency_p95_ms,111.644
2026-01-08T03:05:00,/login,latency_p95_ms,57.798
2026-01-08T03:05:00,/search,latency_p95_ms,82.178
2026-01-08T03:05:00,/checkout,latency_p95_ms,107.178
2026-01-08T03:10:00,/login,latency_p95_ms,75.996
2026-01-08T03:10:00,/search,latency_p95_ms,78.756
2026-01-08T03:10:00,/checkout,latency_p95_ms,103.774
2026-01-08T03:15:00,/login,latency_p95_ms,73.091
2026-01-08T03:15:00,/search,latency_p95_ms,83.628
2026-01-08T03:15:00,/checkout,latency_p95_ms,104.283
2026-01-08T03:20:00,/login,latency_p95_ms,62.979
2026-01-08T03:20:00,/search,latency_p95_ms,77.267
2026-01-08T03:20:00,/checkout,latency_p95_ms,108.956
2026-01-08T03:25:00,/login,latency_p95_ms,52.520
2026-01-08T03:25:00,/search,latency_p95_ms,94.279
2026-01-08T03:25:00,/checkout,latency_p95_ms,107.222
2026-01-08T03:30:00,/login,latency_p95_ms,80.464
2026-01-08T03:30:00,/search,latency_p95_ms,89.444
2026-01-08T03:30:00,/checkout,latency_p95_ms,118.122
2026-01-08T03:35:00,/login,latency_p95_ms,51.771
2026-01-08T03:35:00,/search,latency_p95_ms,86.220
2026-01-08T03:35:00,/checkout,latency_p95_ms,109.782
2026-01-08T03:40:00,/login,latency_p95_ms,76.163
2026-01-08T03:40:00,/search,latency_p95_ms,73.750
2026-01-08T03:40:00,/checkout,latency_p95_ms,115.122
2026-01-08T03:45:00,/login,latency_p95_ms,66.928
2026-01-08T03:45:00,/search,latency_p95_ms,99.465
2026-01-08T03:45:00,/checkout,latency_p95_ms,112.896
2026-01-08T03:50:00,/login,latency_p95_ms,62.613
2026-01-08T03:50:00,/search,latency_p95_ms,83.024
2026-01-08T03:50:00,/checkout,latency_p95_ms,97.211
2026-01-08T03:55:00,/login,latency_p95_ms,63.760
2026-01-08T03:55:00,/search,latency_p95_ms,85.663
2026-01-08T03:55:00,/checkout,latency_p95_ms,123.359
2026-01-08T04:00:00,/login,latency_p95_ms,61.585
